_id,Secção,CAE,Descrição
6a1021a95428bd9bfa9b99e8,Secção B - Indústrias extrativas,7100,Extração de minérios de ferro
6a1021a95428bd9bfa9b99e9,Secção B - Indústrias extrativas,7210,Extração de minérios de urânio e de tório
6a1021a95428bd9bfa9b99ea,Secção B - Indústrias extrativas,7290,Extração de outros minérios metálicos não ferrosos
6a1021a95428bd9bfa9b99eb,Secção B - Indústrias extrativas,8111,Extração de mármore e outras rochas carbonatadas
6a1021a95428bd9bfa9b99ec,Secção B - Indústrias extrativas,8112,Extração de granito ornamental e rochas similares
6a1021a95428bd9bfa9b99ed,Secção B - Indústrias extrativas,8113,"Extração de calcário, cré e gesso"
6a1021a95428bd9bfa9b99ee,Secção B - Indústrias extrativas,8114,Extração de ardósia
6a1021a95428bd9bfa9b99ef,Secção B - Indústrias extrativas,8121,"Extração de saibro, areia e pedra britada"
6a1021a95428bd9bfa9b99f0,Secção B - Indústrias extrativas,8122,Extração de argilas e caulino
6a1021a95428bd9bfa9b99f1,Secção B - Indústrias extrativas,8910,Extração de minerais para a indústria química e para a fabricação de adubos
6a1021a95428bd9bfa9b99f2,Secção B - Indústrias extrativas,8920,Extração de turfa
6a1021a95428bd9bfa9b99f3,Secção B - Indústrias extrativas,8931,Extração de sal marinho
6a1021a95428bd9bfa9b99f4,Secção B - Indústrias extrativas,8932,Extração de sal gema
6a1021a95428bd9bfa9b99f5,Secção B - Indústrias extrativas,8990,"Outras indústrias extrativas, n.e."
6a1021a95428bd9bfa9b99f6,Secção B - Indústrias extrativas,9100,Atividades de apoio à extração de petróleo e de gás natural
6a1021a95428bd9bfa9b99f7,Secção B - Indústrias extrativas,9900,Atividades de apoio a outras indústrias extrativas
6a1021a95428bd9bfa9b99f8,Secção C - Indústrias transformadoras,10110,"Processamento e conservação de carne, exceto carne de aves"
6a1021a95428bd9bfa9b99f9,Secção C - Indústrias transformadoras,10120,Processamento e conservação de carne de aves
6a1021a95428bd9bfa9b99fa,Secção C - Indústrias transformadoras,10130,Fabricação de produtos à base de carne
6a1021a95428bd9bfa9b99fb,Secção C - Indústrias transformadoras,10201,Preparação de produtos da pesca e da aquicultura
6a1021a95428bd9bfa9b99fc,Secção C - Indústrias transformadoras,10202,Congelação de produtos da pesca e da aquicultura
6a1021a95428bd9bfa9b99fd,Secção C - Indústrias transformadoras,10203,Conservação de produtos da pesca e da aquicultura em azeite e outros óleos vegetais e outros molhos
6a1021a95428bd9bfa9b99fe,Secção C - Indústrias transformadoras,10204,"Salga, secagem e outras atividades de transformação de produtos da pesca e aquicultura"
6a1021a95428bd9bfa9b99ff,Secção C - Indústrias transformadoras,10310,Processamento e conservação de batatas
6a1021a95428bd9bfa9b9a00,Secção C - Indústrias transformadoras,10320,Fabricação de sumos de frutos e de produtos hortícolas
6a1021a95428bd9bfa9b9a01,Secção C - Indústrias transformadoras,10391,Congelação de frutos e de produtos hortícolas
6a1021a95428bd9bfa9b9a02,Secção C - Indústrias transformadoras,10392,Secagem e desidratação de frutos e de produtos hortícolas
6a1021a95428bd9bfa9b9a03,Secção C - Indústrias transformadoras,10393,"Fabricação de doces, compotas, geleias e marmelada"
6a1021a95428bd9bfa9b9a04,Secção C - Indústrias transformadoras,10394,Descasque e transformação de frutos de casca rija comestíveis
6a1021a95428bd9bfa9b9a05,Secção C - Indústrias transformadoras,10395,Preparação e conservação de frutos e de produtos hortícolas por outros processos
6a1021a95428bd9bfa9b9a06,Secção C - Indústrias transformadoras,10411,Produção de óleos e gorduras animais brutos (3)
6a1021a95428bd9bfa9b9a07,Secção C - Indústrias transformadoras,10412,Produção de azeite
6a1021a95428bd9bfa9b9a08,Secção C - Indústrias transformadoras,10413,Produção de óleos vegetais brutos (exceto azeite)
6a1021a95428bd9bfa9b9a09,Secção C - Indústrias transformadoras,10414,"Refinação de azeite, óleos e gorduras"
6a1021a95428bd9bfa9b9a0a,Secção C - Indústrias transformadoras,10420,Fabricação de margarinas e de gorduras alimentares similares
6a1021a95428bd9bfa9b9a0b,Secção C - Indústrias transformadoras,10510,Indústria de laticínios
6a1021a95428bd9bfa9b9a0c,Secção C - Indústrias transformadoras,10520,Fabricação de gelados e sorvetes
6a1021a95428bd9bfa9b9a0d,Secção C - Indústrias transformadoras,10611,Moagem de cereais
6a1021a95428bd9bfa9b9a0e,Secção C - Indústrias transformadoras,10612,"Descasque, branqueamento e outros tratamentos do arroz"
6a1021a95428bd9bfa9b9a0f,Secção C - Indústrias transformadoras,10613,"Transformação de cereais e leguminosas, n.e."
6a1021a95428bd9bfa9b9a10,Secção C - Indústrias transformadoras,10620,"Fabricação de amidos, féculas e produtos afins"
6a1021a95428bd9bfa9b9a11,Secção C - Indústrias transformadoras,10711,Panificação
6a1021a95428bd9bfa9b9a12,Secção C - Indústrias transformadoras,10712,Pastelaria fresca
6a1021a95428bd9bfa9b9a13,Secção C - Indústrias transformadoras,10720,"Fabricação de bolachas, biscoitos, tostas e pastelaria de conservação"
6a1021a95428bd9bfa9b9a14,Secção C - Indústrias transformadoras,10730,Fabricação de produtos à base de farinha
6a1021a95428bd9bfa9b9a15,Secção C - Indústrias transformadoras,10810,Indústria do açúcar
6a1021a95428bd9bfa9b9a16,Secção C - Indústrias transformadoras,10821,Fabricação de cacau e de chocolate
6a1021a95428bd9bfa9b9a17,Secção C - Indústrias transformadoras,10822,Fabricação de produtos de confeitaria
6a1021a95428bd9bfa9b9a18,Secção C - Indústrias transformadoras,10830,Indústria do café e do chá
6a1021a95428bd9bfa9b9a19,Secção C - Indústrias transformadoras,10840,Fabricação de condimentos e temperos
6a1021a95428bd9bfa9b9a1a,Secção C - Indústrias transformadoras,10850,Fabricação de refeições e pratos pré-cozinhados
6a1021a95428bd9bfa9b9a1b,Secção C - Indústrias transformadoras,10860,Fabricação de alimentos homogeneizados e dietéticos
6a1021a95428bd9bfa9b9a1c,Secção C - Indústrias transformadoras,10891,"Fabricação de fermentos, leveduras e adjuvantes para panificação e pastelaria"
6a1021a95428bd9bfa9b9a1d,Secção C - Indústrias transformadoras,10892,"Fabricação de caldos, sopas e sobremesas"
6a1021a95428bd9bfa9b9a1e,Secção C - Indústrias transformadoras,10893,Fabricação de suplementos alimentares
6a1021a95428bd9bfa9b9a1f,Secção C - Indústrias transformadoras,10894,Fabricação de produtos alternativos aos produtos lácteos
6a1021a95428bd9bfa9b9a20,Secção C - Indústrias transformadoras,10895,"Fabricação de outros produtos alimentares diversos, n.e."
6a1021a95428bd9bfa9b9a21,Secção C - Indústrias transformadoras,10911,Fabricação de pré-misturas (4)
6a1021a95428bd9bfa9b9a22,Secção C - Indústrias transformadoras,10912,Fabricação de alimentos para animais de criação (exceto para aquicultura)
6a1021a95428bd9bfa9b9a23,Secção C - Indústrias transformadoras,10913,Fabricação de alimentos para aquicultura
6a1021a95428bd9bfa9b9a24,Secção C - Indústrias transformadoras,10920,Fabricação de alimentos para animais de estimação
6a1021a95428bd9bfa9b9a25,Secção C - Indústrias transformadoras,11011,Fabricação de aguardentes preparadas
6a1021a95428bd9bfa9b9a26,Secção C - Indústrias transformadoras,11012,Fabricação de aguardentes não preparadas
6a1021a95428bd9bfa9b9a27,Secção C - Indústrias transformadoras,11013,Produção de licores e de outras bebidas destiladas
6a1021a95428bd9bfa9b9a28,Secção C - Indústrias transformadoras,11021,Produção de vinhos comuns e licorosos
6a1021a95428bd9bfa9b9a29,Secção C - Indústrias transformadoras,11022,Produção de vinhos espumantes e espumosos
6a1021a95428bd9bfa9b9a2a,Secção C - Indústrias transformadoras,11030,Fabricação de sidra e outras bebidas fermentadas de frutos
6a1021a95428bd9bfa9b9a2b,Secção C - Indústrias transformadoras,11040,Fabricação de vermutes e de outras bebidas fermentadas não destiladas
6a1021a95428bd9bfa9b9a2c,Secção C - Indústrias transformadoras,11050,Fabricação de cerveja
6a1021a95428bd9bfa9b9a2d,Secção C - Indústrias transformadoras,11060,Fabricação de malte
6a1021a95428bd9bfa9b9a2e,Secção C - Indústrias transformadoras,11071,Engarrafamento de águas minerais naturais e de nascente
6a1021a95428bd9bfa9b9a2f,Secção C - Indústrias transformadoras,11072,"Fabricação de refrigerantes e de outras bebidas não alcoólicas, n.e."
6a1021a95428bd9bfa9b9a30,Secção C - Indústrias transformadoras,13101,"Preparação e fiação de fibras do tipo algodão, lã, seda, linho e outras fibras têxteis; preparação e texturização de filamentos sintéticos e artificiais"
6a1021a95428bd9bfa9b9a31,Secção C - Indústrias transformadoras,13102,Fabricação de linhas de costura
6a1021a95428bd9bfa9b9a32,Secção C - Indústrias transformadoras,13200,Tecelagem de têxteis
6a1021a95428bd9bfa9b9a33,Secção C - Indústrias transformadoras,13301,Branqueamento e tingimento
6a1021a95428bd9bfa9b9a34,Secção C - Indústrias transformadoras,13302,Estampagem
6a1021a95428bd9bfa9b9a35,Secção C - Indústrias transformadoras,13303,"Acabamento de fios, tecidos e artigos têxteis, n.e."
6a1021a95428bd9bfa9b9a36,Secção C - Indústrias transformadoras,13910,Fabricação de tecidos de malha
6a1021a95428bd9bfa9b9a37,Secção C - Indústrias transformadoras,13920,Fabricação de têxteis para uso doméstico e de artigos têxteis de decoração confecionados
6a1021a95428bd9bfa9b9a38,Secção C - Indústrias transformadoras,13930,Fabricação de tapetes e carpetes
6a1021a95428bd9bfa9b9a39,Secção C - Indústrias transformadoras,13941,Fabricação de cordoaria
6a1021a95428bd9bfa9b9a3a,Secção C - Indústrias transformadoras,13942,Fabricação de redes
6a1021a95428bd9bfa9b9a3b,Secção C - Indústrias transformadoras,13950,Fabricação de têxteis não tecidos e respetivos artigos
6a1021a95428bd9bfa9b9a3c,Secção C - Indústrias transformadoras,13961,Fabricação de passamanarias e sirgarias
6a1021a95428bd9bfa9b9a3d,Secção C - Indústrias transformadoras,13962,"Fabricação de outros têxteis para uso técnico e industrial, n.e."
6a1021a95428bd9bfa9b9a3e,Secção C - Indústrias transformadoras,13991,Fabricação de bordados
6a1021a95428bd9bfa9b9a3f,Secção C - Indústrias transformadoras,13992,Fabricação de rendas
6a1021a95428bd9bfa9b9a40,Secção C - Indústrias transformadoras,13993,"Fabricação de outros têxteis diversos, n.e."
6a1021a95428bd9bfa9b9a41,Secção C - Indústrias transformadoras,14101,Fabricação de meias e similares de malha
6a1021a95428bd9bfa9b9a42,Secção C - Indústrias transformadoras,14102,Fabricação de outro vestuário de malha
6a1021a95428bd9bfa9b9a43,Secção C - Indústrias transformadoras,14211,Confeção de vestuário exterior em série
6a1021a95428bd9bfa9b9a44,Secção C - Indústrias transformadoras,14212,Confeção de vestuário exterior por medida
6a1021a95428bd9bfa9b9a45,Secção C - Indústrias transformadoras,14213,Atividades de acabamento de artigos de vestuário
6a1021a95428bd9bfa9b9a46,Secção C - Indústrias transformadoras,14220,Confeção de vestuário interior
6a1021a95428bd9bfa9b9a47,Secção C - Indústrias transformadoras,14230,Confeção de vestuário de trabalho
6a1021a95428bd9bfa9b9a48,Secção C - Indústrias transformadoras,14241,Confeção de vestuário em couro
6a1021a95428bd9bfa9b9a49,Secção C - Indústrias transformadoras,14242,Confeção de artigos de peles com pelo
6a1021a95428bd9bfa9b9a4a,Secção C - Indústrias transformadoras,14290,"Confeção de outros artigos e acessórios de vestuário, n.e."
6a1021a95428bd9bfa9b9a4b,Secção C - Indústrias transformadoras,15111,"Curtimenta, acabamento e tingimento de peles sem pelo"
6a1021a95428bd9bfa9b9a4c,Secção C - Indústrias transformadoras,15112,Fabricação de couro reconstituído
6a1021a95428bd9bfa9b9a4d,Secção C - Indústrias transformadoras,15113,Curtimenta e acabamento de peles com pelo
6a1021a95428bd9bfa9b9a4e,Secção C - Indústrias transformadoras,15120,"Fabricação de artigos de viagem, marroquinaria, arreios e selas de qualquer material"
6a1021a95428bd9bfa9b9a4f,Secção C - Indústrias transformadoras,15201,Fabricação de calçado
6a1021a95428bd9bfa9b9a50,Secção C - Indústrias transformadoras,15202,Fabricação de componentes para calçado
6a1021a95428bd9bfa9b9a51,Secção C - Indústrias transformadoras,16110,Serração e aplainamento da madeira
6a1021a95428bd9bfa9b9a52,Secção C - Indústrias transformadoras,16120,Processamento e acabamento da madeira
6a1021a95428bd9bfa9b9a53,Secção C - Indústrias transformadoras,16211,Fabricação de painéis de partículas de madeira
6a1021a95428bd9bfa9b9a54,Secção C - Indústrias transformadoras,16212,Fabricação de painéis de fibras de madeira
6a1021a95428bd9bfa9b9a55,Secção C - Indústrias transformadoras,16213,"Fabricação de folheados, contraplacados, lamelados e de outros painéis"
6a1021a95428bd9bfa9b9a56,Secção C - Indústrias transformadoras,16220,Fabricação de pavimentos em painéis montados
6a1021a95428bd9bfa9b9a57,Secção C - Indústrias transformadoras,16230,Fabricação de outros produtos de carpintaria para a construção
6a1021a95428bd9bfa9b9a58,Secção C - Indústrias transformadoras,16240,Fabricação de embalagens de madeira
6a1021a95428bd9bfa9b9a59,Secção C - Indústrias transformadoras,16250,Fabricação de portas e janelas de madeira
6a1021a95428bd9bfa9b9a5a,Secção C - Indústrias transformadoras,16260,Fabricação de combustíveis sólidos a partir de biomassa vegetal
6a1021a95428bd9bfa9b9a5b,Secção C - Indústrias transformadoras,16270,Acabamento de produtos de madeira
6a1021a95428bd9bfa9b9a5c,Secção C - Indústrias transformadoras,16281,Fabricação de outras obras de madeira
6a1021a95428bd9bfa9b9a5d,Secção C - Indústrias transformadoras,16282,Fabricação de obras de cestaria e de espartaria
6a1021a95428bd9bfa9b9a5e,Secção C - Indústrias transformadoras,16283,Indústria de preparação da cortiça
6a1021a95428bd9bfa9b9a5f,Secção C - Indústrias transformadoras,16284,Fabricação de rolhas de cortiça
6a1021a95428bd9bfa9b9a60,Secção C - Indústrias transformadoras,16285,Fabricação de outros produtos de cortiça
6a1021a95428bd9bfa9b9a61,Secção C - Indústrias transformadoras,17110,Fabricação de pasta
6a1021a95428bd9bfa9b9a62,Secção C - Indústrias transformadoras,17120,Fabricação de papel e de cartão (exceto canelado)
6a1021a95428bd9bfa9b9a63,Secção C - Indústrias transformadoras,17211,Fabricação de papel e de cartão canelados (inclui embalagens)
6a1021a95428bd9bfa9b9a64,Secção C - Indústrias transformadoras,17212,Fabricação de outras embalagens de papel e de cartão
6a1021a95428bd9bfa9b9a65,Secção C - Indústrias transformadoras,17220,Fabricação de artigos de papel para uso doméstico e sanitário
6a1021a95428bd9bfa9b9a66,Secção C - Indústrias transformadoras,17230,Fabricação de artigos de papel para papelaria
6a1021a95428bd9bfa9b9a67,Secção C - Indústrias transformadoras,17240,Fabricação de papel de parede
6a1021a95428bd9bfa9b9a68,Secção C - Indústrias transformadoras,17250,Fabricação de outros artigos de papel e de cartão
6a1021a95428bd9bfa9b9a69,Secção C - Indústrias transformadoras,18110,Impressão de jornais
6a1021a95428bd9bfa9b9a6a,Secção C - Indústrias transformadoras,18120,Outra impressão
6a1021a95428bd9bfa9b9a6b,Secção C - Indústrias transformadoras,18130,Serviços de pré-impressão e pré-media
6a1021a95428bd9bfa9b9a6c,Secção C - Indústrias transformadoras,18140,Encadernação e atividades relacionadas
6a1021a95428bd9bfa9b9a6d,Secção C - Indústrias transformadoras,18200,Reprodução de suportes gravados
6a1021a95428bd9bfa9b9a6e,Secção C - Indústrias transformadoras,19100,Fabricação de produtos de coqueria
6a1021a95428bd9bfa9b9a6f,Secção C - Indústrias transformadoras,19201,Fabricação de produtos petrolíferos refinados
6a1021a95428bd9bfa9b9a70,Secção C - Indústrias transformadoras,19202,Fabricação de produtos petrolíferos a partir de resíduos
6a1021a95428bd9bfa9b9a71,Secção C - Indústrias transformadoras,19203,Fabricação de briquetes e aglomerados de hulha e lenhite
6a1021a95428bd9bfa9b9a72,Secção C - Indústrias transformadoras,20110,Fabricação de gases industriais
6a1021a95428bd9bfa9b9a73,Secção C - Indústrias transformadoras,20120,Fabricação de corantes e pigmentos
6a1021a95428bd9bfa9b9a74,Secção C - Indústrias transformadoras,20130,Fabricação de outros produtos químicos inorgânicos de base
6a1021a95428bd9bfa9b9a75,Secção C - Indústrias transformadoras,20141,Fabricação de resinosos e seus derivados
6a1021a95428bd9bfa9b9a76,Secção C - Indústrias transformadoras,20142,Fabricação de carvão (vegetal e animal) e produtos associados
6a1021a95428bd9bfa9b9a77,Secção C - Indústrias transformadoras,20144,"Fabricação de outros produtos químicos orgânicos de base, n.e."
6a1021a95428bd9bfa9b9a78,Secção C - Indústrias transformadoras,20151,Fabricação de adubos químicos ou minerais e de compostos azotados
6a1021a95428bd9bfa9b9a79,Secção C - Indústrias transformadoras,20152,Fabricação de adubos orgânicos e organo-minerais
6a1021a95428bd9bfa9b9a7a,Secção C - Indústrias transformadoras,20160,Fabricação de matérias plásticas em formas primárias
6a1021a95428bd9bfa9b9a7b,Secção C - Indústrias transformadoras,20170,Fabricação de borracha sintética em formas primárias
6a1021a95428bd9bfa9b9a7c,Secção C - Indústrias transformadoras,20200,"Fabricação de pesticidas, desinfetantes e outros produtos agroquímicos"
6a1021a95428bd9bfa9b9a7d,Secção C - Indústrias transformadoras,20301,"Fabricação de tintas (exceto impressão), vernizes, mastiques e produtos similares"
6a1021a95428bd9bfa9b9a7e,Secção C - Indústrias transformadoras,20302,Fabricação de tintas de impressão
6a1021a95428bd9bfa9b9a7f,Secção C - Indústrias transformadoras,20303,"Fabricação de pigmentos preparados, composições vitrificáveis e afins"
6a1021a95428bd9bfa9b9a80,Secção C - Indústrias transformadoras,20411,"Fabricação de sabões, detergentes e glicerina"
6a1021a95428bd9bfa9b9a81,Secção C - Indústrias transformadoras,20412,"Fabricação de produtos de limpeza, polimento e proteção"
6a1021a95428bd9bfa9b9a82,Secção C - Indústrias transformadoras,20420,"Fabricação de perfumes, de cosméticos e de produtos de higiene"
6a1021a95428bd9bfa9b9a83,Secção C - Indústrias transformadoras,20510,Fabricação de biocombustíveis líquidos
6a1021a95428bd9bfa9b9a84,Secção C - Indústrias transformadoras,20591,Fabricação de explosivos e artigos de pirotecnia
6a1021a95428bd9bfa9b9a85,Secção C - Indústrias transformadoras,20592,Fabricação de colas
6a1021a95428bd9bfa9b9a86,Secção C - Indústrias transformadoras,20593,Fabricação de óleos essenciais
6a1021a95428bd9bfa9b9a87,Secção C - Indústrias transformadoras,20594,Fabricação de produtos químicos auxiliares para uso industrial
6a1021a95428bd9bfa9b9a88,Secção C - Indústrias transformadoras,20595,"Fabricação de outros produtos químicos diversos, n.e."
6a1021a95428bd9bfa9b9a89,Secção C - Indústrias transformadoras,20600,Fabricação de fibras sintéticas ou artificiais
6a1021a95428bd9bfa9b9a8a,Secção C - Indústrias transformadoras,21100,Fabricação de produtos farmacêuticos de base
6a1021a95428bd9bfa9b9a8b,Secção C - Indústrias transformadoras,21201,Fabricação de medicamentos
6a1021a95428bd9bfa9b9a8c,Secção C - Indústrias transformadoras,21202,Fabricação de outras preparações e de artigos farmacêuticos
6a1021a95428bd9bfa9b9a8d,Secção C - Indústrias transformadoras,22111,Fabricação de pneus e câmaras de ar
6a1021a95428bd9bfa9b9a8e,Secção C - Indústrias transformadoras,22112,Reconstrução de pneus
6a1021a95428bd9bfa9b9a8f,Secção C - Indústrias transformadoras,22120,Fabricação de outros produtos de borracha
6a1021a95428bd9bfa9b9a90,Secção C - Indústrias transformadoras,22210,"Fabricação de chapas, folhas, tubos e perfis de plástico"
6a1021a95428bd9bfa9b9a91,Secção C - Indústrias transformadoras,22220,Fabricação de embalagens de plástico
6a1021a95428bd9bfa9b9a92,Secção C - Indústrias transformadoras,22230,Fabricação de portas e janelas de plástico
6a1021a95428bd9bfa9b9a93,Secção C - Indústrias transformadoras,22240,Fabricação de artigos de plástico para a construção
6a1021a95428bd9bfa9b9a94,Secção C - Indústrias transformadoras,22250,Processamento e acabamento de produtos de plástico
6a1021a95428bd9bfa9b9a95,Secção C - Indústrias transformadoras,22260,Fabricação de outros artigos de plástico
6a1021a95428bd9bfa9b9a96,Secção C - Indústrias transformadoras,23110,Fabricação de vidro plano
6a1021a95428bd9bfa9b9a97,Secção C - Indústrias transformadoras,23120,Moldagem e processamento de vidro plano
6a1021a95428bd9bfa9b9a98,Secção C - Indústrias transformadoras,23131,Fabricação de vidro de embalagem
6a1021a95428bd9bfa9b9a99,Secção C - Indústrias transformadoras,23132,Cristalaria
6a1021a95428bd9bfa9b9a9a,Secção C - Indústrias transformadoras,23140,Fabricação de fibras de vidro
6a1021a95428bd9bfa9b9a9b,Secção C - Indústrias transformadoras,23150,Fabricação e processamento de outro vidro (incluindo vidro técnico)
6a1021a95428bd9bfa9b9a9c,Secção C - Indústrias transformadoras,23200,Fabricação de produtos cerâmicos refratários
6a1021a95428bd9bfa9b9a9d,Secção C - Indústrias transformadoras,23311,Fabricação de azulejos
6a1021a95428bd9bfa9b9a9e,Secção C - Indústrias transformadoras,23312,"Fabricação de ladrilhos, mosaicos e lajes de cerâmica"
6a1021a95428bd9bfa9b9a9f,Secção C - Indústrias transformadoras,23321,Fabricação de tijolos e abobadilhas
6a1021a95428bd9bfa9b9aa0,Secção C - Indústrias transformadoras,23322,Fabricação de telhas
6a1021a95428bd9bfa9b9aa1,Secção C - Indústrias transformadoras,23323,Fabricação de outros produtos de cerâmicos para a construção
6a1021a95428bd9bfa9b9aa2,Secção C - Indústrias transformadoras,23411,Olaria de barro
6a1021a95428bd9bfa9b9aa3,Secção C - Indústrias transformadoras,23412,"Fabricação de artigos de uso doméstico de faiança, porcelana e grés fino"
6a1021a95428bd9bfa9b9aa4,Secção C - Indústrias transformadoras,23413,"Fabricação de artigos de ornamentação de faiança, porcelana e grés fino"
6a1021a95428bd9bfa9b9aa5,Secção C - Indústrias transformadoras,23414,Atividades de decoração de artigos cerâmicos de uso doméstico e ornamental
6a1021a95428bd9bfa9b9aa6,Secção C - Indústrias transformadoras,23420,Fabricação de artigos cerâmicos para usos sanitários
6a1021a95428bd9bfa9b9aa7,Secção C - Indústrias transformadoras,23430,Fabricação de isoladores e peças isolantes em cerâmica
6a1021a95428bd9bfa9b9aa8,Secção C - Indústrias transformadoras,23440,Fabricação de outros produtos em cerâmica para usos técnicos
6a1021a95428bd9bfa9b9aa9,Secção C - Indústrias transformadoras,23450,Fabricação de outros produtos cerâmicos
6a1021a95428bd9bfa9b9aaa,Secção C - Indústrias transformadoras,23510,Fabricação de cimento
6a1021a95428bd9bfa9b9aab,Secção C - Indústrias transformadoras,23521,Fabricação de cal
6a1021a95428bd9bfa9b9aac,Secção C - Indústrias transformadoras,23522,Fabricação de gesso
6a1021a95428bd9bfa9b9aad,Secção C - Indústrias transformadoras,23610,Fabricação de produtos de betão para a construção
6a1021a95428bd9bfa9b9aae,Secção C - Indústrias transformadoras,23620,Fabricação de produtos de gesso para a construção
6a1021a95428bd9bfa9b9aaf,Secção C - Indústrias transformadoras,23630,Fabricação de betão pronto
6a1021a95428bd9bfa9b9ab0,Secção C - Indústrias transformadoras,23640,Fabricação de argamassas
6a1021a95428bd9bfa9b9ab1,Secção C - Indústrias transformadoras,23650,Fabricação de produtos de fibrocimento
6a1021a95428bd9bfa9b9ab2,Secção C - Indústrias transformadoras,23660,"Fabricação de outros produtos de betão, cimento e gesso"
6a1021a95428bd9bfa9b9ab3,Secção C - Indústrias transformadoras,23701,Fabricação de artigos de mármore e de rochas similares
6a1021a95428bd9bfa9b9ab4,Secção C - Indústrias transformadoras,23702,Fabricação de artigos em ardósia (lousa)
6a1021a95428bd9bfa9b9ab5,Secção C - Indústrias transformadoras,23703,"Fabricação de artigos de granito e de rochas, n.e."
6a1021a95428bd9bfa9b9ab6,Secção C - Indústrias transformadoras,23910,Fabricação de produtos abrasivos
6a1021a95428bd9bfa9b9ab7,Secção C - Indústrias transformadoras,23991,Fabricação de misturas betuminosas
6a1021a95428bd9bfa9b9ab8,Secção C - Indústrias transformadoras,23992,"Fabricação de outros produtos minerais não metálicos diversos, n.e."
6a1021a95428bd9bfa9b9ab9,Secção C - Indústrias transformadoras,24100,Siderurgia e fabricação de ferro-ligas
6a1021a95428bd9bfa9b9aba,Secção C - Indústrias transformadoras,24200,"Fabricação de tubos, condutas, perfis ocos e respetivos acessórios, de aço"
6a1021a95428bd9bfa9b9abb,Secção C - Indústrias transformadoras,24310,Estiragem a frio de barras
6a1021a95428bd9bfa9b9abc,Secção C - Indústrias transformadoras,24320,Laminagem a frio de arco ou banda
6a1021a95428bd9bfa9b9abd,Secção C - Indústrias transformadoras,24330,Perfilagem a frio
6a1021a95428bd9bfa9b9abe,Secção C - Indústrias transformadoras,24340,Trefilagem a frio
6a1021a95428bd9bfa9b9abf,Secção C - Indústrias transformadoras,24410,Produção de metais preciosos
6a1021a95428bd9bfa9b9ac0,Secção C - Indústrias transformadoras,24420,Produção de alumínio
6a1021a95428bd9bfa9b9ac1,Secção C - Indústrias transformadoras,24430,"Produção de chumbo, zinco e estanho"
6a1021a95428bd9bfa9b9ac2,Secção C - Indústrias transformadoras,24440,Produção de cobre
6a1021a95428bd9bfa9b9ac3,Secção C - Indústrias transformadoras,24450,Produção de outros metais não ferrosos
6a1021a95428bd9bfa9b9ac4,Secção C - Indústrias transformadoras,24460,Processamento de combustível nuclear
6a1021a95428bd9bfa9b9ac5,Secção C - Indústrias transformadoras,24510,Fundição de ferro
6a1021a95428bd9bfa9b9ac6,Secção C - Indústrias transformadoras,24520,Fundição de aço
6a1021a95428bd9bfa9b9ac7,Secção C - Indústrias transformadoras,24530,Fundição de metais leves
6a1021a95428bd9bfa9b9ac8,Secção C - Indústrias transformadoras,24540,Fundição de outros metais não ferrosos
6a1021a95428bd9bfa9b9ac9,Secção C - Indústrias transformadoras,25110,Fabricação de estruturas e partes de estruturas metálicas
6a1021a95428bd9bfa9b9aca,Secção C - Indústrias transformadoras,25120,Fabricação de portas e janelas metálicas
6a1021a95428bd9bfa9b9acb,Secção C - Indústrias transformadoras,25211,Fabricação de radiadores para aquecimento central e caldeiras
6a1021a95428bd9bfa9b9acc,Secção C - Indústrias transformadoras,25212,Fabricação de geradores de vapor
6a1021a95428bd9bfa9b9acd,Secção C - Indústrias transformadoras,25220,"Fabricação de outros tanques, reservatórios e contentores metálicos"
6a1021a95428bd9bfa9b9ace,Secção C - Indústrias transformadoras,25400,Forjamento e moldagem de metais e pulverometalurgia
6a1021a95428bd9bfa9b9acf,Secção C - Indústrias transformadoras,25510,Revestimento de metais
6a1021a95428bd9bfa9b9ad0,Secção C - Indústrias transformadoras,25520,Tratamento térmico de metais
6a1021a95428bd9bfa9b9ad1,Secção C - Indústrias transformadoras,25530,Maquinagem de metais
6a1021a95428bd9bfa9b9ad2,Secção C - Indústrias transformadoras,25610,Fabricação de cutelaria
6a1021a95428bd9bfa9b9ad3,Secção C - Indústrias transformadoras,25620,"Fabricação de fechaduras, dobradiças e outras ferragens"
6a1021a95428bd9bfa9b9ad4,Secção C - Indústrias transformadoras,25631,Fabricação de ferramentas manuais
6a1021a95428bd9bfa9b9ad5,Secção C - Indústrias transformadoras,25632,Fabricação de ferramentas mecânicas
6a1021a95428bd9bfa9b9ad6,Secção C - Indústrias transformadoras,25633,Fabricação de peças sinterizadas
6a1021a95428bd9bfa9b9ad7,Secção C - Indústrias transformadoras,25634,Fabricação de moldes metálicos
6a1021a95428bd9bfa9b9ad8,Secção C - Indústrias transformadoras,25910,"Fabricação de bidões, tonéis e outros recipientes similares de aço"
6a1021a95428bd9bfa9b9ad9,Secção C - Indústrias transformadoras,25920,Fabricação de embalagens metálicas ligeiras
6a1021a95428bd9bfa9b9ada,Secção C - Indústrias transformadoras,25931,Fabricação de produtos de arame
6a1021a95428bd9bfa9b9adb,Secção C - Indústrias transformadoras,25932,Fabricação de molas
6a1021a95428bd9bfa9b9adc,Secção C - Indústrias transformadoras,25933,Fabricação de correntes metálicas
